,last_name,first_name,full_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Legislator 246,Miller,Candice,Candice Miller,5/7/54,F,rep,MI,10,Republican,http://candicemiller.house.gov,320 Cannon HOB; Washington DC 20515-2210,202-225-2106,http://candicemiller.house.gov/contact,http://candicemiller.house.gov/rss.xml,CandiceMiller,CongresswomanCandiceMiller,2.10402E+11,candicemi10,UCbILX1A8Hj3LiB_g8eZplGg,M001150,1731,N00009795,,1003594,400276,2062,Candice Miller,gIQAVsJbKP,20331,Candice Miller
Legislator 247,Miller,Jeff,Jeff Miller,6/27/59,M,rep,FL,1,Republican,http://jeffmiller.house.gov,336 Cannon HOB; Washington DC 20515-0901,202-225-4136,https://jeffmiller.house.gov/contact/contactform.htm,http://jeffmiller.house.gov/news/rss.aspx,,RepJeffMiller,66367876671,RepJeffMiller,UCBigiVfkWLGze4x95dQLqoA,M001144,1685,N00013846,,91615,400279,17276,Jeff Miller (Florida),gIQATNjVMP,20110,Jeff Miller (Florida politician)
Legislator 248,Moore,Gwen,Gwen Moore,4/18/51,F,rep,WI,4,Democrat,http://gwenmoore.house.gov,2245 Rayburn HOB; Washington DC 20515-4904,202-225-4572,https://gwenmoore.house.gov/contact-form,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,GwenSMoore,58864029545,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,1811,N00026914,,42548,400661,3457,Gwen Moore,gIQArDiKAP,20537,Gwen Moore
Legislator 249,Moran,Jerry,Jerry Moran,5/29/54,M,sen,KS,,Republican,http://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,http://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,jerrymoran,1.71579E+11,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,1507,N00005282,S347,45469,400284,542,Jerry Moran,gIQAdVZfAP,29722,Jerry Moran
Legislator 250,Mulvaney,Mick,Mick Mulvaney,7/21/67,M,rep,SC,5,Republican,https://mulvaney.house.gov,2419 Rayburn HOB; Washington DC 20515-4005,202-225-5501,https://mulvaney.house.gov/email-mick/,http://mulvaney.house.gov/index.php?format=feed&amp;type=rss,RepMickMulvaney,MulvaneySC5,1.8865E+14,RepMickMulvaney,UC9G3WmNenRi-g1zlDMIj4vQ,M001182,2059,N00031412,,623510,412474,60348,Mick Mulvaney,gIQA2dVUKP,21176,Mick Mulvaney
Legislator 251,Murkowski,Lisa,Lisa Murkowski,5/22/57,F,sen,AK,,Republican,http://www.murkowski.senate.gov,709 Hart Senate Office Building Washington DC 20510,202-224-6665,http://www.murkowski.senate.gov/public/index.cfm?p=EMailLisa,http://www.murkowski.senate.gov/public/?a=rss.feed,LisaMurkowski,SenLisaMurkowski,25271170290,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,1694,N00026050,S288,1004138,300075,15841,Lisa Murkowski,gIQA6VzBAP,40300,Lisa Murkowski
Legislator 252,Murphy,Christopher,Christopher Murphy,8/3/73,M,sen,CT,,Democrat,http://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,http://www.murphy.senate.gov/contact,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,ChrisMurphyCT,chrismurphyct,19437978960,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,1837,N00027566,S364,1021270,412194,17189,Christopher S. Murphy,gIQAXlFYMP,20707,Chris Murphy (Connecticut politician)
Legislator 253,Murphy,Tim,Tim Murphy,9/11/52,M,rep,PA,18,Republican,http://murphy.house.gov,2332 Rayburn HOB; Washington DC 20515-3818,202-225-2301,https://murphy.house.gov/contact-me,http://murphy.house.gov/common/rss/?rss=44,RepTimMurphy,reptimmurphy,1.0577E+14,TimMurphyPA18,UCmMrDji88FxLeqgin2ehA9A,M001151,1744,N00024992,,1003612,400285,9794,,gIQAND0HAP,20346,Timothy F. Murphy
Legislator 254,Murray,Patty,Patty Murray,10/11/50,F,sen,WA,,Democrat,http://www.murray.senate.gov,154 Russell Senate Office Building Washington DC 20510,202-224-2621,http://www.murray.senate.gov/public/index.cfm/contactme,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,1409,N00007876,S229,25277,300076,53358,Patty Murray,gIQARXaU9O,49308,Patty Murray
Legislator 255,Nadler,Jerrold,Jerrold Nadler,6/13/47,M,rep,NY,10,Democrat,http://nadler.house.gov,2109 Rayburn HOB; Washington DC 20515-3210,202-225-5635,https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx,http://nadler.house.gov/rss.xml,RepJerryNadler,CongressmanNadler,78291598977,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,N000002,850,N00000939,,26159,400289,26980,,gIQALyRYMP,29377,Jerrold Nadler
Legislator 256,Napolitano,Grace,Grace Napolitano,12/4/36,F,rep,CA,32,Democrat,http://napolitano.house.gov,1610 Longworth HOB; Washington DC 20515-0532,202-225-5256,https://napolitano.house.gov/contact-me/email-me,http://napolitano.house.gov/rss.xml,GraceNapolitano,RepGraceNapolitano,1.63108E+14,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,1602,N00006789,,57873,400290,8393,,gIQAW3cdKP,29903,Grace Napolitano
Legislator 257,Neal,Richard,Richard Neal,2/14/49,M,rep,MA,1,Democrat,http://neal.house.gov,341 Cannon HOB; Washington DC 20515-2101,202-225-5601,https://forms.house.gov/neal/webforms/Contact_Form.shtml,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,3.26E+14,3.25643E+14,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,854,N00000153,,6103,400291,26895,,gIQA7V4aKP,15616,Richard Neal
Legislator 258,Neugebauer,Randy,Randy Neugebauer,12/24/49,M,rep,TX,19,Republican,http://randy.house.gov,1424 Longworth HOB; Washington DC 20515-4319,202-225-4005,https://randy.house.gov/contact-me/email-me,http://randy.house.gov/rss.xml,RandyNeugebauer,rep.randy.neugebauer,64137294987,RandyNeugebauer,UCvuzExkN-z7cnMDPXZCpoLQ,N000182,1758,N00026043,,1010920,400441,49522,Randy Neugebauer,gIQA5hZfAP,20353,Randy Neugebauer
Legislator 259,Noem,Kristi,Kristi Noem,11/30/71,F,rep,SD,0,Republican,https://noem.house.gov,2422 Rayburn HOB; Washington DC 20515-4100,202-225-2801,http://noem.house.gov/index.cfm/email-kristi,http://noem.house.gov/index.cfm/rss/feed,RepKristiNoem,,,RepKristiNoem,UCZPzuVONjRwo5TsrKzbYRVA,N000184,2060,N00032022,,62717,412475,58189,Kristi Noem,gIQABw1QKP,21177,Kristi Noem
Legislator 260,Norton,Eleanor,Eleanor Norton,6/13/37,F,rep,DC,0,Democrat,http://norton.house.gov,2136 Rayburn HOB; Washington DC 20515-5101,202-225-8050,https://norton.house.gov/contact/email-me,http://norton.house.gov/index.php?format=feed&amp;type=rss,EleanorNorton,CongresswomanNorton,61731840657,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,868,N00001692,,882,400295,775,,73c1161a-64c5-11e2-85f5-a8a9228e55e7,,Eleanor Holmes Norton
Legislator 261,Nugent,Richard,Richard Nugent,5/26/51,M,rep,FL,11,Republican,https://nugent.house.gov,1727 Longworth HOB; Washington DC 20515-0911,202-225-1002,https://nugent.house.gov/contact/email-me,http://nugent.house.gov/index.php?format=feed&amp;type=rss,RepRichNugent,RepRichNugent,1.83542E+14,RepRichNugent,UClfwQJ4E_qLsALsI-O5rx3Q,N000185,2001,N00032441,,1033683,412409,124333,,gIQAt0HaKP,21115,Rich Nugent
Legislator 262,Nunes,Devin,Devin Nunes,10/1/73,M,rep,CA,22,Republican,http://nunes.house.gov,1013 Longworth HOB; Washington DC 20515-0522,202-225-2523,https://nunes.house.gov/contactform/default.aspx,http://nunes.house.gov/news/rss.aspx,Rep_DevinNunes,,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,N000181,1710,N00007248,,1003553,400297,16725,,gIQAt1EGAP,20307,Devin Nunes
Legislator 263,Olson,Pete,Pete Olson,12/9/62,M,rep,TX,22,Republican,http://olson.house.gov,2133 Rayburn HOB; Washington DC 20515-4322,202-225-5951,https://forms.house.gov/olson/contact-form.shtml,feed://olson.house.gov/common/rss/?rss=82,RepPeteOlson,20718168936,20718168936,,,O000168,1955,N00029285,,1031361,412302,102008,,gIQAdHcTKP,20948,Pete Olson
Legislator 264,Palazzo,Steven,Steven Palazzo,2/21/70,M,rep,MS,4,Republican,http://palazzo.house.gov,331 Cannon HOB; Washington DC 20515-2404,202-225-5772,http://palazzo.house.gov/contact/,http://palazzo.house.gov/rss.xml,CongPalazzo,stevenpalazzo,1.86909E+14,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,2035,N00031958,,61886,412443,69521,,gIQAlE0YMP,21148,Steven Palazzo
Legislator 265,Pallone,Frank,Frank Pallone,10/30/51,M,rep,NJ,6,Democrat,https://pallone.house.gov,237 Cannon HOB; Washington DC 20515-3006,202-225-4671,https://pallone.house.gov/contact-me/email-me,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,6517277731,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,887,N00000781,,6107,400308,26951,,gIQAMsEdKP,15454,Frank Pallone
Legislator 266,Pascrell,Bill,Bill Pascrell,1/25/37,M,rep,NJ,9,Democrat,http://pascrell.house.gov,2370 Rayburn HOB; Washington DC 20515-3009,202-225-5751,https://pascrell.house.gov/contact/email-me,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,3.03313E+11,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,1510,N00000751,,45543,400309,478,,gIQAbraOAP,29741,Bill Pascrell
Legislator 267,Paul,Rand,Rand Paul,1/7/63,M,sen,KY,,Republican,http://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,http://www.paul.senate.gov/?p=contact,http://paul.senate.gov/rss/?p=news,,SenatorRandPaul,1.61355E+14,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,2082,N00030836,S348,9265241,412492,117285,Rand Paul,gIQA5AakAP,41104,Rand Paul
Legislator 268,Paulsen,Erik,Erik Paulsen,5/14/65,M,rep,MN,3,Republican,http://paulsen.house.gov,127 Cannon HOB; Washington DC 20515-2303,202-225-2871,https://paulsenforms.house.gov/contact-me,http://paulsen.house.gov/common/rss//?rss=105,RepErikPaulsen,CongressmanErikPaulsen,1.28558E+14,reperikpaulsen,UC1IOW4Wqox-6gmZbjjGvzLg,P000594,1930,N00029391,,1030000,412303,3833,Erik Paulsen,gIQALqDbKP,20924,Erik Paulsen
Legislator 269,Pearce,Stevan,Stevan Pearce,8/24/47,M,rep,NM,2,Republican,http://pearce.house.gov,2432 Rayburn HOB; Washington DC 20515-3102,202-225-2365,https://pearce.house.gov/contact-me/email-me,http://pearce.house.gov/rss.xml,RepStevePearce,RepStevePearce,1.80281E+14,NMStevePearce,UCaT7jt_M86sDK50eaaVsFvQ,P000588,1738,N00012672,,12063,400313,10655,Steve Pearce,gIQAZbOZMP,20337,Steve Pearce (politician)
Legislator 270,Pelosi,Nancy,Nancy Pelosi,3/26/40,F,rep,CA,12,Democrat,http://pelosi.house.gov,233 Cannon HOB; Washington DC 20515-0512,202-225-4965,http://pelosi.house.gov/contact-me/email-me,http://pelosi.house.gov/atom.xml,NancyPelosi,NancyPelosi,86574174383,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905,N00007360,,6153,400314,26732,Nancy Pelosi,gIQAF3PM9O,15448,Nancy Pelosi
Legislator 271,Perlmutter,Ed,Ed Perlmutter,5/1/53,M,rep,CO,7,Democrat,http://perlmutter.house.gov,1410 Longworth HOB; Washington DC 20515-0607,202-225-2645,https://forms.house.gov/perlmutter/webforms/contact.shtml,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,RepPerlmutter,RepPerlmutter,86174496459,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,1835,N00027510,,1021382,412192,2653,Ed Perlmutter,gIQAyxjSAP,20705,Ed Perlmutter
Legislator 272,Peters,Gary,Gary Peters,12/1/58,M,sen,MI,,Democrat,http://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,,,SenGaryPeters,SenatorGaryPeters,88851604323,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,1929,N00029277,S380,50199,412305,8749,Gary Peters,gIQA36BUKP,20923,Gary Peters (politician)
Legislator 273,Peterson,Collin,Collin Peterson,6/29/44,M,rep,MN,7,Democrat,http://collinpeterson.house.gov,2204 Rayburn HOB; Washington DC 20515-2307,202-225-2165,https://collinpeterson.house.gov/contact-me/email-me,http://collinpeterson.house.gov/rss.xml,,,,,,P000258,910,N00004558,,23978,400316,26926,Collin Peterson,gIQAIQ6GAP,29127,Collin Peterson
Legislator 274,Pierluisi,Pedro,Pedro Pierluisi,4/26/59,M,rep,PR,0,Democrat,http://pierluisi.house.gov,2410 Rayburn HOB; Washington DC 20515-5401,202-225-2615,https://pierluisi.house.gov/contact/email-me,http://pierluisi.house.gov/rss.xml,PedroPierluisi,pedropierluisi,55139978107,PierluisiCongress,UCl4cArGMdko-kRB_7Bay6iA,P000596,1953,N00029168,,1031305,412306,110894,,,,Pedro Pierluisi
Legislator 275,Pingree,Chellie,Chellie Pingree,4/2/55,F,rep,ME,1,Democrat,https://pingree.house.gov,2162 Rayburn HOB; Washington DC 20515-1901,202-225-6116,https://pingree.house.gov/email-me,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,91529332807,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,1927,N00013817,,1002167,412307,6586,Chellie Pingree,gIQAr8cW9O,20920,Chellie Pingree
Legislator 276,Pitts,Joseph,Joseph Pitts,10/10/39,M,rep,PA,16,Republican,http://pitts.house.gov,420 Cannon HOB; Washington DC 20515-3816,202-225-2411,https://pitts.house.gov/contact-me/legislative-contact-form,http://pitts.house.gov/rss.xml,RepJoePitts,94156528752,94156528752,congressmanjoepitts,UCSFHCnw0q2uDf2gj8TfN3Vg,P000373,1514,N00001633,,11706,400320,265,Joseph R. Pitts,gIQAOAMOAP,29752,Joe Pitts
Legislator 277,Poe,Ted,Ted Poe,9/10/48,M,rep,TX,2,Republican,https://poe.house.gov,2412 Rayburn HOB; Washington DC 20515-4302,202-225-6565,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,http://poe.house.gov/index.php?format=feed&amp;type=rss,JudgeTedPoe,1.07E+14,1.06632E+14,CongressmanTedPoe,UCGdNUkVP16hOyL-fUDV1Knw,P000592,1802,N00026457,,1011398,400652,49198,Ted Poe,gIQAqEAdKP,20528,Ted Poe
Legislator 278,Polis,Jared,Jared Polis,5/12/75,M,rep,CO,2,Democrat,http://polis.house.gov,1433 Longworth HOB; Washington DC 20515-0602,202-225-2161,https://polis.house.gov/forms/writeyourrep/default.aspx,http://polis.house.gov/news/rss.aspx,JaredPolis,jaredpolis,53481427529,JaredPolis31275,UCJJ1Ye0mOzqZh1_GErFUISw,P000598,1910,N00029127,,1031300,412308,106220,Jared Polis,gIQAnqrJAP,20904,Jared Polis
Legislator 279,Pompeo,Mike,Mike Pompeo,12/30/63,M,rep,KS,4,Republican,http://pompeo.house.gov,436 Cannon HOB; Washington DC 20515-1604,202-225-6216,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,http://pompeo.house.gov/news/rss.aspx,RepMikePompeo,CongressmanPompeo,1.01965E+14,congressmanpompeo,UCHxVnNpdjh6jqutY91ufgUw,P000602,2022,N00030744,,623387,412431,125023,Mike Pompeo,gIQAXNLWKP,21136,Mike Pompeo
Legislator 280,Portman,Robert,Robert Portman,12/19/55,M,sen,OH,,Republican,http://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,SenRobPortman,senrobportman,45243961073,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,924,N00003682,S349,31819,400325,27008,Rob Portman,gIQAGuioAP,29386,Rob Portman
Legislator 281,Posey,Bill,Bill Posey,12/18/47,M,rep,FL,8,Republican,http://posey.house.gov,120 Cannon HOB; Washington DC 20515-0908,202-225-3671,https://posey.house.gov/forms/writeyourrep/,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,1E+14,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,1915,N00029662,,88959,412309,24280,Bill Posey,gIQAx8mRAP,20909,Bill Posey
Legislator 282,Price,David,David Price,8/17/40,M,rep,NC,4,Democrat,http://price.house.gov,2108 Rayburn HOB; Washington DC 20515-3304,202-225-1784,https://price.house.gov/contact,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,,,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,930,N00002260,,6748,400326,119,David Price,gIQAd3ZCAP,15438,David Price (U.S. politician)
Legislator 283,Price,Tom,Tom Price,10/8/54,M,rep,GA,6,Republican,https://tomprice.house.gov,100 Cannon HOB; Washington DC 20515-1006,202-225-4501,https://tomprice.house.gov/contact-me,http://tomprice.house.gov/rss.xml,RepTomPrice,reptomprice,1.72033E+11,RepTomPrice,UCFdG6NwEceyorspUdEduBUg,P000591,1778,N00026160,,1013044,400626,11853,Tom Price,gIQAaTFu9O,20505,Tom Price (U.S. politician)
Legislator 284,Quigley,Mike,Mike Quigley,10/17/58,M,rep,IL,5,Democrat,http://quigley.house.gov,2458 Rayburn HOB; Washington DC 20515-1305,202-225-4061,https://quigleyforms.house.gov/forms/writeyourrep/,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,1.58964E+11,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,1967,N00030581,,9263344,412331,83310,Michael Quigley,gIQAMV709O,20954,Mike Quigley (politician)
Legislator 285,Rangel,Charles,Charles Rangel,6/11/30,M,rep,NY,13,Democrat,http://rangel.house.gov,2354 Rayburn HOB; Washington DC 20515-3213,202-225-4365,https://rangel.house.gov/contact-me/email-me,http://rangel.house.gov/rss.xml,CBRangel,CBRangel,7390589055,RepRangel,UCZwRwdLDW7ksC5tZV1_VUyQ,R000053,944,N00000964,,1745,400333,26979,,gIQACn7y9O,13035,Charles Rangel
Legislator 286,Reed,Tom,Tom Reed,11/18/71,M,rep,NY,23,Republican,http://reed.house.gov,2437 Rayburn HOB; Washington DC 20515-3223,202-225-3161,https://reed.house.gov/contact-me/email-me,http://reed.house.gov/rss.xml,RepTomReed,RepTomReed,1.02449E+14,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,1982,N00030949,,623468,412393,127046,,gIQAVOXZKP,21101,Tom Reed (politician)
Legislator 287,Reichert,David,David Reichert,8/29/50,M,rep,WA,8,Republican,http://reichert.house.gov,1127 Longworth HOB; Washington DC 20515-4708,202-225-7761,https://reichert.house.gov/contact-me,http://reichert.house.gov/rss.xml,DaveReichert,repdavereichert,91504302598,repdavereichert,UC_Qs1fzY8WlHv6wJ1x7Hotg,R000578,1810,N00026885,,1013064,400660,51346,David Reichert,gIQAemFTKP,20536,Dave Reichert
Legislator 288,Reid,Harry,Harry Reid,12/2/39,M,sen,NV,,Democrat,http://www.reid.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-3542,http://www.reid.senate.gov/contact,,SenatorReid,SenatorReid,3.60249E+14,SenatorReid,UCxWLwXTG6_qs8K-68mCySRA,R000146,952,N00009922,S198,1683,300082,53320,Harry Reid,gIQA8MlN9O,15054,Harry Reid
Legislator 289,Renacci,James,James Renacci,12/3/58,M,rep,OH,16,Republican,https://renacci.house.gov,328 Cannon HOB; Washington DC 20515-3516,202-225-3876,https://renacci.house.gov/index.cfm/contact-form,http://renacci.house.gov/common/rss//index.cfm?rss=25,RepJimRenacci,repjimrenacci,1.8764E+14,repjimrenacci,UCHTvP1X0dgUU1lrMub4hbLw,R000586,2048,N00031127,,62686,412462,120678,Jim Renacci,gIQARWEUKP,21164,Jim Renacci
Legislator 290,Ribble,Reid,Reid Ribble,4/5/56,M,rep,WI,8,Republican,http://ribble.house.gov,1513 Longworth HOB; Washington DC 20515-4908,202-225-5665,https://ribble.house.gov/contact-me/email-me,http://ribble.house.gov/rss.xml,RepRibble,CongressmanReidRibble,1.5717E+14,RepRibble,UCE8Uht2wM9gdVsfniJLeMLw,R000587,2073,N00030968,,62776,412489,126240,Reid Ribble,gIQAYpZVKP,21190,Reid Ribble
Legislator 291,Richmond,Cedric,Cedric Richmond,9/13/73,M,rep,LA,2,Democrat,http://richmond.house.gov,240 Cannon HOB; Washington DC 20515-1802,202-225-6636,https://richmond.house.gov/contact-me/email-me,http://richmond.house.gov/rss.xml,RepRichmond,RepRichmond,1.97737E+14,,,R000588,2023,N00030184,,62391,412432,35384,Cedric Richmond,gIQAUvGVKP,21137,Cedric Richmond
Legislator 292,Rigell,Edward,Edward Rigell,5/28/60,M,rep,VA,2,Republican,http://rigell.house.gov,418 Cannon HOB; Washington DC 20515-4602,202-225-4215,https://rigell.house.gov/contact/contactform.htm,http://rigell.house.gov/news/rss.aspx,RepScottRigell,RepScottRigell,1.67851E+14,RepScottRigell,UCNAzcysiI-NGAezezWQccRA,R000589,2068,N00030962,,9268996,412483,121807,,gIQA7lZVKP,21185,Scott Rigell
Legislator 293,Roby,Martha,Martha Roby,7/27/76,F,rep,AL,2,Republican,http://roby.house.gov,442 Cannon HOB; Washington DC 20515-0102,202-225-2901,https://roby.house.gov/contact-me,http://roby.house.gov/rss.xml,RepMarthaRoby,Representative.Martha.Roby,1.7452E+14,reproby,UCeAWQdcSTlwv2vDGz0TQOxQ,R000591,1986,N00030768,,61712,412394,71604,Martha Roby,gIQAGcVUKP,21192,Martha Roby
Legislator 294,Roe,David,David Roe,7/21/45,M,rep,TN,1,Republican,http://roe.house.gov,407 Cannon HOB; Washington DC 20515-4201,202-225-6356,https://roe.house.gov/contact/contactform.htm?zip5=37813&zip4=1659,,DrPhilRoe,DrPhilRoe,1.30725E+14,drphilroe,UC8muYurPSNO8x2Qqk40mVOA,R000582,1954,N00028463,,1031360,412310,65306,,gIQArh0q6O,20947,Phil Roe (politician)
Legislator 295,Rogers,Harold,Harold Rogers,12/31/37,M,rep,KY,5,Republican,http://halrogers.house.gov,2406 Rayburn HOB; Washington DC 20515-1705,202-225-4601,https://halrogers.house.gov/contact/contactform.htm,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,6722039085,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,977,N00003473,,6739,400340,26875,Harold Rogers,gIQAovNCAP,14854,Hal Rogers
Legislator 296,Rogers,Mike,Mike Rogers,7/16/58,M,rep,AL,3,Republican,http://mikerogers.house.gov,324 Cannon HOB; Washington DC 20515-0103,202-225-3261,http://mikerogers.house.gov/contact-mike/email-me,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,1.72E+14,1.7177E+14,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,1704,N00024759,,1014740,400341,5705,Mike Rogers (Alabama),gIQAkR2cKP,20301,Mike_Rogers_(Alabama_politician)
Legislator 297,Rohrabacher,Dana,Dana Rohrabacher,6/21/47,M,rep,CA,48,Republican,http://rohrabacher.house.gov,2300 Rayburn HOB; Washington DC 20515-0548,202-225-2415,https://rohrabacher.house.gov/contact/email-me,http://rohrabacher.house.gov/rss.xml,,,,RepDanaRohrabacher,UCFr7qO61vGJyyBJ7B_gB1_Q,R000409,979,N00007151,,5590,400343,26763,,gIQAWYNqAP,15621,Dana Rohrabacher
Legislator 298,Rokita,Todd,Todd Rokita,2/9/70,M,rep,IN,4,Republican,http://rokita.house.gov,1717 Longworth HOB; Washington DC 20515-1404,202-225-5037,https://rokita.house.gov/contact-me,http://rokita.house.gov/rss.xml,ToddRokita,RepToddRokita,1.8318E+14,reptoddrokita,UCl_wYwGYw1AXiUoqNmwLxzA,R000592,2017,N00031741,,61832,412426,34167,Todd Rokita,gIQAJQXZKP,21131,Todd Rokita
Legislator 299,Rooney,Thomas,Thomas Rooney,11/21/70,M,rep,FL,17,Republican,https://rooney.house.gov,2160 Rayburn HOB; Washington DC 20515-0917,202-225-5792,https://rooney.house.gov/email-me,http://rooney.house.gov/index.php?format=feed&amp;type=rss,TomRooney,reptomrooney,1.17698E+11,CongressmanRooney,UCHuDkMfCK3kmCpso7LyI3zA,R000583,1916,N00029018,,1030486,412311,107800,Thomas J. Rooney,gIQADjiUAP,20910,Tom Rooney (politician)
Legislator 300,Ros-Lehtinen,Ileana,Ileana Ros-Lehtinen,7/15/52,F,rep,FL,27,Republican,http://ros-lehtinen.house.gov,2206 Rayburn HOB; Washington DC 20515-0927,202-225-3931,https://ros-lehtinen.house.gov/contact-me/email-me,http://ros-lehtinen.house.gov/rss.xml,RosLehtinen,iroslehtinen,2.86547E+14,IleanaRosLehtinen,UCf6XrWGZHjC7KgRd9JCAuBA,R000435,985,N00002858,,3206,400344,26815,Ileana Ros-Lehtinen,gIQAVGfJAP,15634,Ileana Ros-Lehtinen
Legislator 301,Roskam,Peter,Peter Roskam,9/13/61,M,rep,IL,6,Republican,http://roskam.house.gov,2246 Rayburn HOB; Washington DC 20515-1306,202-225-4561,https://roskam.house.gov/contact/email-me,http://roskam.house.gov/index.php?format=feed&amp;type=rss,PeterRoskam,RepRoskam,1.18778E+14,RoskamIL06,UCk8IZKV_RC1Wr-dh09kzVTw,R000580,1848,N00004719,,1021912,412202,6382,Peter Roskam,gIQAN1SKAP,20715,Peter Roskam
Legislator 302,Ross,Dennis,Dennis Ross,10/18/59,M,rep,FL,15,Republican,http://dennisross.house.gov,229 Cannon HOB; Washington DC 20515-0915,202-225-1252,https://dennisross.house.gov/forms/writeyourrep/,http://dennisross.house.gov/news/rss.aspx,RepDennisRoss,dennis.ross.376,4.69478E+14,RepDennisRoss,UCSjZ4oRWi_sO-aGM9CUBOJQ,R000593,2003,N00030645,,62532,412411,12813,Dennis A. Ross,gIQAP9JXKP,21117,Dennis A. Ross
Legislator 303,Roybal-Allard,Lucille,Lucille Roybal-Allard,6/12/41,F,rep,CA,40,Democrat,http://roybal-allard.house.gov,2330 Rayburn HOB; Washington DC 20515-0540,202-225-1766,http://roybal-allard.house.gov/contact/,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,1.39773E+14,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997,N00006671,,26136,400347,26766,,gIQAozxLAP,29317,Lucille Roybal-Allard
Legislator 304,Royce,Edward,Edward Royce,10/12/51,M,rep,CA,39,Republican,http://royce.house.gov,2310 Rayburn HOB; Washington DC 20515-0539,202-225-4111,https://royce.house.gov/contact/contactform.htm,http://royce.house.gov/news/rss.aspx,RepEdRoyce,EdRoyce,6460640558,RepEdRoyce,UC9DUiRouRl6Rz6PEvQ4jRPw,R000487,998,N00008264,,28461,400348,26772,,gIQACovbKP,29321,Ed Royce
